#This is all the data needed to calculate the monthly seroprevalence as analysed in the main article. Each line corresponds to an individual Mastomys natalensis that was captured in the field in Morogoro (Tanzania). Although not used in this article, information about the individual sex, body weight, reproductive and recapture state is available upon reasonable request (email: herwig.leirs@uantwerpen.be). 

Date	Species	Antibody_status
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
5/06/2007	MN	NA
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	NA
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg_uncertain
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	pos
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
6/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	NA
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
7/06/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	NA
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg_uncertain
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg_uncertain
3/07/2007	MN	NA
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	neg_uncertain
3/07/2007	MN	neg
3/07/2007	MN	neg
3/07/2007	MN	NA
3/07/2007	MN	neg
3/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	NA
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg_uncertain
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	neg
4/07/2007	MN	NA
4/07/2007	MN	neg
4/07/2007	MN	NA
4/07/2007	MN	NA
4/07/2007	MN	neg
4/07/2007	MN	NA
5/07/2007	MN	neg
5/07/2007	MN	neg
5/07/2007	MN	neg
5/07/2007	MN	neg
5/07/2007	MN	neg
5/07/2007	MN	NA
5/07/2007	MN	NA
5/07/2007	MN	neg
5/07/2007	MN	neg
5/07/2007	MN	neg
5/07/2007	MN	neg
5/07/2007	MN	neg
31/07/2007	MN	NA
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	NA
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
31/07/2007	MN	neg
